Date,Total Production (TWh),Eolien (TWh),Hydraulique (TWh),Nucléaire (TWh),Solaire (TWh),Thermique fossile (TWh),Thermique renewable and waste (TWh),Eolien_emissions (Mt CO₂),Hydraulique_emissions (Mt CO₂),Nucléaire_emissions (Mt CO₂),Solaire_emissions (Mt CO₂),Thermique fossile_emissions (Mt CO₂),Thermique renouvelable et déchets_emissions (Mt CO₂),Total_CO2_Emissions (Mt CO₂),Year,Month
2014-12-01,54.53,2.106223207,5.729297941677,41.63302429,0.190198034,4.200564357167,0.670007762376,0.0,57.29297941677,499.59629148,7.60792136,2940.3950500169,134.00155247520001,3638.8937947488694,2014,12
2015-01-01,58.1,2.299499355,6.203325909086,43.791488657,0.251777314,4.88284446265,0.671880527741,0.0,62.03325909086,525.497863884,10.071092559999999,3417.991123855,134.3761055482,4149.9694449380595,2015,1
2015-02-01,51.97,1.910273513,6.37459913683,37.482320665,0.358825449,5.229633994707,0.617985990029,0.0,63.7459913683,449.78784798000004,14.35301796,3660.7437962949,123.5971980058,4312.227851609001,2015,2
2015-03-01,50.5,2.005330166,6.48054917573,36.914547292,0.536985285,3.889203839684,0.676755198209,0.0,64.8054917573,442.974567504,21.4794114,2722.4426877788,135.35103964179999,3387.0531980819,2015,3
2015-04-01,41.35,1.452411474,5.728845518074,31.186698518,0.782696397,1.624218674238,0.571243585832,0.0,57.28845518074,374.240382216,31.30785588,1136.9530719666,114.2487171664,1714.0384824097398,2015,4
2015-05-01,40.48,1.580470869,6.452224739027,30.328966017,0.843480527,0.645996208547,0.625299532673,0.0,64.52224739027,363.947592204,33.73922108,452.1973459829,125.0599065346,1039.46631319177,2015,5
2015-06-01,39.76,1.254703138,5.589550626116,30.717391599,0.951574511,0.66256748615,0.587373750828,0.0,55.89550626116,368.608699188,38.062980440000004,463.79724030500006,117.4747501656,1043.8391763597601,2015,6
2015-07-01,41.54,1.399122421,4.008137396214,33.268760518,0.943073496,1.283504774862,0.64228931539,0.0,40.08137396214,399.22512621600004,37.72293984,898.4533424034,128.457863078,1503.9406454995399,2015,7
2015-08-01,38.81,1.126091025,3.410344413179,31.992992083,0.851524067,0.772233416769,0.655699488697,0.0,34.10344413179,383.915904996,34.06096268,540.5633917383,131.1398977394,1123.78360128549,2015,8
2015-09-01,38.93,1.674529235,3.421187415226,30.632457517,0.715763506,1.852501824504,0.630032062652,0.0,34.21187415226001,367.58949020399996,28.630540240000002,1296.7512771528,126.00641253039998,1853.18959427946,2015,9
2015-10-01,44.38,1.292109478,3.873896782054,34.485949151,0.512350133,3.601618214304,0.613532084185,0.0,38.73896782054,413.831389812,20.49400532,2521.1327500128004,122.706416837,3116.90352980234,2015,10
2015-11-01,47.38,2.54487977,3.549972483167,35.678647455,0.376561335,4.534826286179,0.699571102105,0.0,35.49972483167,428.14376945999993,15.062453399999999,3174.3784003253004,139.91422042099998,3792.99856843797,2015,11
2015-12-01,51.59,2.572774139,3.65731752731,40.291619544,0.306025164,4.026631460288,0.732330738628,0.0,36.5731752731,483.499434528,12.24100656,2818.6420222016,146.4661477256,3497.4217862883,2015,12
2016-01-01,55.9,2.850363945,5.676766360289,41.588497132,0.275822869,4.752440182116,0.756720545339,0.0,56.767663602889996,499.061965584,11.03291476,3326.7081274812,151.3441090678,4044.91478049589,2016,1
2016-02-01,51.9,2.899854449,6.939796393086,37.323009399,0.409533025,3.622412529785,0.70423848651,0.0,69.39796393086,447.876112788,16.381321,2535.6887708495,140.847697302,3210.1918658703603,2016,2
2016-03-01,51.96,2.453641916,6.599527576506,37.177149961,0.675006272,4.296467032608,0.754648901005,0.0,65.99527576506,446.125799532,27.00025088,3007.5269228255997,150.929780201,3697.5780292036598,2016,3
2016-04-01,43.1,1.670149414,6.461725236334,31.057041779,0.794985625,2.440371846727,0.678449288401,0.0,64.61725236334,372.68450134799997,31.799425,1708.2602927089,135.68985768020002,2313.05132910044,2016,4
2016-05-01,40.58,1.541870077,6.533701775742,29.4393355,0.930777967,1.424177961691,0.707379474526,0.0,65.33701775742,353.272026,37.23111868,996.9245731837,141.4758949052,1594.24063052632,2016,5
2016-06-01,39.96,1.071145828,7.157149687661,28.639486961,0.908886073,1.535330774797,0.64421161937,0.0,71.57149687661,343.673843532,36.35544292,1074.7315423579003,128.84232387400002,1655.17464956051,2016,6
2016-07-01,38.38,1.017766236,5.275702402381,28.342361051,1.067841828,1.938343510132,0.742567222168,0.0,52.757024023810004,340.108332612,42.713673119999996,1356.8404570924,148.5134444336,1940.93293128181,2016,7
2016-08-01,35.98,1.187715009,3.854307190741,27.113130645,1.059874987,2.049034896238,0.719655377471,0.0,38.543071907409995,325.3575677399999,42.394999479999996,1434.3244273666,143.9310754942,1984.55114198821,2016,8
2016-09-01,36.38,0.990726539,3.364324384516,26.478460131,0.822057626,4.050066080918,0.674823312338,0.0,33.64324384516,317.741521572,32.88230504,2835.0462566426,134.9646624676,3354.2779895673602,2016,9
2016-10-01,39.87,1.409801363,3.056593952634,29.019544167,0.726086999,4.987050818353,0.667293653501,0.0,30.56593952634,348.234530004,29.043479960000003,3490.9355728470996,133.4587307002,4032.2382530376394,2016,10
2016-11-01,45.43,2.323655174,4.23961439697,31.148968325,0.368047649,6.579138828378,0.767660643912,0.0,42.396143969700006,373.7876199,14.721905959999999,4605.3971798646,153.53212878239998,5189.8349784767,2016,11
2016-12-01,51.16,1.529318185,4.474004969333,36.648669139,0.368126449,7.336655761387,0.80163016314,0.0,44.74004969333001,439.784029668,14.725057960000001,5135.6590329709,160.326032628,5795.234202920229,2016,12
2017-01-01,57.15,2.043715104831,5.191719696343,40.491546163667,0.362941822,8.244805215971,0.811097487534,0.0,51.91719696343,485.89855396400395,14.517672880000001,5771.363651179699,162.2194975068,6485.916572493933,2017,1
2017-02-01,47.96,2.534326608499,4.534442967936,33.689348332999,0.430247997,6.04803352552,0.720034625213,0.0,45.344429679360005,404.272179995988,17.20991988,4233.623467864,144.0069250426,4844.456922461949,2017,2
2017-03-01,49.69,2.647432809502,6.231795510201,34.272584850666,0.701990877,5.060499532078,0.775923466528,0.0,62.317955102009996,411.27101820799203,28.07963508,3542.3496724546003,155.1846933056,4199.202974150203,2017,3
2017-04-01,42.48,1.459997116501,4.145625216537,31.752167625837,1.042176329,3.349094815446,0.728119366262,0.0,41.456252165369996,381.026011510044,41.68705316,2344.3663708122,145.62387325240002,2954.159560900014,2017,4
2017-05-01,41.47,1.494177471334,5.683113589937,30.136479560664,1.087886667,2.332888538861,0.73578900897,0.0,56.831135899370004,361.637754727968,43.51546668,1633.0219772026999,147.157801794,2242.164136304038,2017,5
2017-06-01,37.29,1.468629520002,5.054164756831,26.881570487665,1.1279303,2.001220556941,0.751845510517,0.0,50.54164756831,322.57884585198,45.117212,1400.8543898587,150.3691021034,1969.4611973823899,2017,6
2017-07-01,38.83,1.704786485334,3.861177626576,28.158949644167,1.079611405,3.211099170879,0.814755078275,0.0,38.61177626576,337.907395730004,43.1844562,2247.7694196153,162.95101565500002,2830.424063466064,2017,7
2017-08-01,37.1,1.232375436663,3.472256650715,28.585312193166,1.049986653,1.971216090115,0.782920786109,0.0,34.72256650715,343.023746317992,41.999466119999994,1379.8512630805,156.58415722179996,1956.1811992474422,2017,8
2017-09-01,38.59,1.638291637165,3.072882835701,29.345826152166,0.820547325,2.942636990311,0.762142295582,0.0,30.72882835701,352.14991382599203,32.821893,2059.8458932177,152.4284591164,2627.974987517102,2017,9
2017-10-01,39.63,2.074851764002,2.717978475526,28.053906030166,0.713884346,5.310486809896,0.759278088197,0.0,27.17978475526,336.646872361992,28.555373839999998,3717.3407669272,151.8556176394,4261.5784155238525,2017,10
2017-11-01,44.89,2.315354451667,3.915132089738,30.334659935334,0.454424329,7.01289562507,0.851864742896,0.0,39.15132089738,364.015919224008,18.17697316,4909.026937549,170.3729485792,5500.744099409588,2017,11
2017-12-01,53.21,3.365612346502,5.301964507466,37.382680159334,0.276999601,6.050781076563,0.830558563334,0.0,53.01964507466,448.592161912008,11.07998404,4235.5467535941,166.1117126668,4914.350257287568,2017,12
2018-01-01,56.64,3.998781846333,7.285367197789,40.792988055835,0.27454880333596,3.500031999428,0.785421968676,0.0,72.85367197789,489.51585667002007,10.9819521334384,2450.0223995996,157.0843937352,3180.4582741161485,2018,1
2018-02-01,53.64,2.778074741002,7.147797567027,36.409552789833,0.51943436649205,6.017252124225,0.760034977669,0.0,71.47797567027,436.914633477996,20.777374659682,4212.0764869575005,152.0069955338,4893.253466299249,2018,2
2018-03-01,52.36,3.125905008164,7.09298239145,35.678215544833,0.76600224134734,4.898336892267,0.789498431756,0.0,70.92982391449999,428.13858653799605,30.640089653893597,3428.8358245869003,157.8996863512,4116.44401104449,2018,3
2018-04-01,42.66,2.160852737334,6.930896618128,30.592859141335,1.0079664089268,1.168501973679,0.792229676175,0.0,69.30896618128,367.11430969602003,40.318656357071994,817.9513815753,158.44593523499998,1453.139249044672,2018,4
2018-05-01,42.65,1.598885334834,7.675226314774,30.581938587499,1.1413631130581,0.833190833094,0.81394350724,0.0,76.75226314774,366.983263049988,45.654524522323996,583.2335831658,162.78870144799998,1235.412335333852,2018,5
2018-06-01,40.65,1.370421285331,7.537407624955,28.624022986332,1.2857140218688,1.094244376016,0.728608114149,0.0,75.37407624955,343.48827583598404,51.428560874751994,765.9710632112001,145.7216228298,1381.9835990012862,2018,6
2018-07-01,41.19,1.100474301504,5.253022113393,29.958812298334,1.4292409092911,2.631009983295,0.817148619188,0.0,52.530221133930006,359.505747580008,57.169636371644,1841.7069883064999,163.4297238376,2474.3423172296816,2018,7
2018-08-01,37.19,1.402971755001,3.875767804431,27.294682993332,1.3164334917922,2.488372788157,0.807386442496,0.0,38.757678044310005,327.536195919984,52.657339671688,1741.8609517099,161.4772884992,2322.289453845082,2018,8
2018-09-01,38.81,1.612137183168,3.019011347883,30.098993516666,1.1624357001671,2.107616917548,0.801235639723,0.0,30.19011347883,361.187922199992,46.497428006684,1475.3318422836,160.2471279446,2073.454433913706,2018,9
2018-10-01,42.27,2.491466995335,2.914919133107,31.613910839835,0.78824563338022,3.683700760036,0.767413681777,0.0,29.14919133107,379.36693007802,31.529825335208802,2578.5905320252,153.4827363554,3172.119215124899,2018,10
2018-11-01,46.23,2.801367641833,3.955858371698,32.658276813835,0.47103286118343,5.551612355879,0.785053427479,0.0,39.55858371698,391.89932176602,18.8413144473372,3886.1286491152996,157.0106854958,4493.438554541437,2018,11
2018-12-01,53.28,3.651540939334,5.149262504044,38.890266086336,0.28308183182302,4.459660161214,0.832775414663,0.0,51.49262504044,466.683193036032,11.3232732729208,3121.7621128498,166.5550829326,3817.8162871317923,2018,12
2019-01-01,55.82,3.050435165168,4.962953769328,40.157955925498,0.41712816477612,6.396932505865,0.826128890534,0.0,49.62953769328,481.89547110597596,16.6851265910448,4477.8527541055,165.2257781068,5191.288667602601,2019,1
2019-02-01,50.11,2.6250344105,5.029546301521,36.089868409333,0.77263743384789,4.829192713397,0.75797891029,0.0,50.295463015210004,433.0784209119959,30.9054973539156,3380.4348993779,151.595782058,4046.3100627170215,2019,2
2019-03-01,50.35,4.421031634835,5.143913143238,35.497659047164,1.0998391739427,3.330685664846,0.842881565073,0.0,51.43913143238,425.97190856596796,43.993566957708,2331.4799653922,168.5763130146,3021.460885362856,2019,3
2019-04-01,42.64,2.316183978501,4.483759643048,31.756632938166,1.1094147663077,2.22655469983,0.747049770562,0.0,44.83759643048,381.07959525799197,44.376590652308,1558.5882898809998,149.4099541124,2178.29202633418,2019,4
2019-05-01,43.57,2.204962824832,5.531757845597,31.668783221834,1.3620638029494,1.981540000173,0.814589201241,0.0,55.31757845597001,380.025398662008,54.482552117976006,1387.0780001210999,162.9178402482,2039.821369605254,2019,5
2019-06-01,40.11,1.866695914168,5.740066522405,28.560142913833,1.4453528933106,1.775774953167,0.718302795493,0.0,57.40066522405,342.721714965996,57.814115732424,1243.0424672169,143.6605590986,1844.63952223797,2019,6
2019-07-01,40.48,1.699200597498,4.371851202491,29.194282207,1.5445849622436,2.896627836383,0.771851169406,0.0,43.718512024910005,350.331386484,61.783398489744,2027.6394854680998,154.3702338812,2637.843016347954,2019,7
2019-08-01,37.56,1.632582021998,3.735866043564,27.721121022336,1.4251378565594,2.176381033006,0.86836446274,0.0,37.358660435640004,332.65345226803197,57.005514262375996,1523.4667231042,173.67289254800002,2124.157242618248,2019,8
2019-09-01,37.52,2.612926876839,2.561920904923,27.533421486166,1.192008970306,2.859586866448,0.761883277792,0.0,25.619209049229998,330.401057833992,47.68035881224,2001.7108065136001,152.37665555840002,2557.7880877674625,2019,9
2019-10-01,41.03,3.359795886168,3.772552731541,29.162874816835,0.76259605739038,3.21060417298,0.754992010214,0.0,37.72552731541,349.95449780202,30.5038422956152,2247.422921086,150.9984020428,2816.6051905418453,2019,10
2019-11-01,45.8,3.338164607165,6.447940130196,29.133620008001,0.44683292482604,5.628336442444,0.793164612379,0.0,64.47940130196,349.603440096012,17.8733169930416,3939.8355097107997,158.6329224758,4530.424590577613,2019,11
2019-12-01,51.1,4.649236096502,7.826269989,32.985749514833,0.42776991568344,4.372509391881,0.827177133765,0.0,78.26269989000001,395.82899417799604,17.1107966273376,3060.7565743166997,165.435426753,3717.3944917650333,2019,12
2020-01-01,54.6,4.159034592832,6.299329867821,37.352402387335,0.467434280834,5.4818860651,0.829140631929,0.0,62.99329867821,448.22882864801994,18.697371233360002,3837.32024557,165.8281263858,4533.0678705153905,2020,1
2020-02-01,50.67,5.886467195168,6.271667951346,33.178534617999,0.707384487667,3.831293649933,0.781483657859,0.0,62.71667951346,398.142415415988,28.29537950668,2681.9055549531,156.2967315718,3327.356760961028,2020,2
2020-03-01,47.93,4.486351539168,7.321267226534,30.624812352833,1.014251105831,3.620271404263,0.849204679439,0.0,73.21267226534,367.497748233996,40.570044233240004,2534.1899829841,169.84093588780001,3185.311383604476,2020,3
2020-04-01,36.82,2.273310543,5.059091913285,26.823503685165,1.260139453332,0.589868300839,0.813786133326,0.0,50.590919132850004,321.88204422198,50.40557813328,412.9078105873,162.7572266652,998.54357874061,2020,4
2020-05-01,37.63,2.653211601334,6.662506698207,24.714613243335,1.542717631,1.220978192019,0.830876599164,0.0,66.62506698207,296.57535892002,61.70870524,854.6847344132999,166.1753198328,1445.76918538819,2020,5
2020-06-01,34.47,2.043719374664,6.340569864817,21.334927722834,1.468288066001,2.484402051752,0.794151711301,0.0,63.405698648169995,256.019132674008,58.73152264004,1739.0814362263998,158.8303422602,2276.068132448818,2020,6
2020-07-01,34.46,2.0985652,4.58500952383,22.499430358665,1.690025896503,2.756109690529,0.829793115858,0.0,45.8500952383,269.99316430398,67.60103586011999,1929.2767833703,165.95862317159998,2478.6797019442997,2020,7
2020-08-01,33.54,2.040062200998,3.67329254147,22.876502343833,1.503494245333,2.634510785942,0.804503956461,0.0,36.7329254147,274.518028125996,60.13976981332,1844.1575501594,160.9007912922,2376.449064805616,2020,8
2020-09-01,32.16,2.140145431666,3.346188740525,21.739624139499,1.220484958665,2.955037462426,0.753483552603,0.0,33.46188740525,260.875489673988,48.819398346599996,2068.5262236982,150.69671052060002,2562.379709644638,2020,9
2020-10-01,41.72,4.322241909,5.137003122291,28.271624456833,0.767880414168,2.473337545256,0.741605348185,0.0,51.37003122291,339.259493481996,30.715216566720002,1731.3362816791998,148.321069637,2301.002092587826,2020,10
2020-11-01,45.1,3.167235663333,4.496266302092,31.565610909489,0.659604417333,4.430717081344,0.769599547349,0.0,44.962663020920004,378.787330913868,26.384176693320004,3101.5019569408005,153.91990946980002,3705.556037038709,2020,11
2020-12-01,50.62,4.411615265336,5.737481609427,34.432370352228,0.352886082334,4.858100338565,0.814550774472,0.0,57.37481609427,413.188444226736,14.115443293359998,3400.6702369955,162.9101548944,4048.259095504266,2020,12
2021-01-01,55.37,3.9658019785,7.268982372003,37.175143319168,0.43441676313803,5.683620918064,0.837861955859,0.0,72.68982372003,446.101719830016,17.3766705255212,3978.5346426448,167.5723911718,4682.275247892167,2021,1
2021-02-01,46.9,4.255260636666,6.847100271845,30.3371484415,0.62933056112028,4.056993673124,0.766739452797,0.0,68.47100271845,364.04578129799995,25.1732224448112,2839.8955711868,153.34789055939999,3450.9334682074614,2021,2
2021-03-01,47.51,3.705755464332,5.881466877843,31.694793340835,1.2282746714972,4.145812071189,0.849636906781,0.0,58.81466877843,380.33752009002,49.130986859888,2902.0684498323,169.92738135620002,3560.2790069168377,2021,3
2021-04-01,39.5,2.945286345169,3.973147522452,27.208831891504,1.5329920513628,3.046656755155,0.789937717898,0.0,39.73147522452,326.505982698048,61.319682054512,2132.6597286085,157.98754357960001,2718.2044121651797,2021,4
2021-05-01,41.37,3.94241923317,6.216259004673,27.573972981664,1.5713944058935,1.223547143311,0.83886775923,0.0,62.162590046729996,330.88767577996794,62.85577623574001,856.4830003177,167.773551846,1480.1625942261378,2021,5
2021-06-01,39.21,1.341539519337,6.180734267224,27.714204401833,1.638450743638,1.549528696335,0.780021492498,0.0,61.807342672240004,332.570452821996,65.53802974552,1084.6700874345,156.0042984996,1700.590211173856,2021,6
2021-07-01,40.5,2.301773261996,5.571181231814,28.449016341997,1.675422414676,1.597572908569,0.903282751788,0.0,55.711812318140005,341.388196103964,67.01689658704,1118.3010359983,180.6565503576,1763.074491365044,2021,7
2021-08-01,39.14,2.22316738784,4.38067462827,29.010562501168,1.7034103548343,0.954517346944,0.860597936037,0.0,43.806746282700004,348.126750014016,68.136414193372,668.1621428608,172.1195872074,1300.351640558288,2021,8
2021-09-01,38.47,1.655743298001,3.393283299603,29.001127703837,1.4131505709554,2.193973983954,0.81283048855,0.0,33.93283299603,348.013532446044,56.526022838216,1535.7817887677998,162.56609770999998,2136.82027475809,2021,9
2021-10-01,41.76,3.490455014162,2.998764656198,30.657033306334,1.2008478288187,2.583131049895,0.831707176861,0.0,29.98764656198,367.884399676008,48.033913152748,1808.1917349265,166.3414353722,2420.439129689436,2021,10
2021-11-01,44.35,2.728709986169,3.974061691755,30.370324262001,0.66226059981884,5.768427371193,0.834926014383,0.0,39.74061691755,364.443891144012,26.4904239927536,4037.8991598351,166.9852028766,4635.559294766015,2021,11
2021-12-01,48.31,4.351562784494,5.290325205589,31.50228564517,0.53170627824574,5.770346839664,0.85589721684,0.0,52.90325205589,378.02742774204,21.2682511298296,4039.2427877647997,171.179443368,4662.621162060559,2021,12
2022-01-01,52.17,3.154417255152,5.873801341456,35.219864213334,0.766409030148,6.269569077013,0.876530951935,0.0,58.73801341456,422.63837056000796,30.65636120592,4388.6983539091,175.306190387,5076.037289476588,2022,1
2022-02-01,45.65,5.340985022585,4.374879157346,29.577611468335,0.987468986646,4.501532317535,0.855652780243,0.0,43.748791573460004,354.93133762002003,39.49875946584,3151.0726222745,171.1305560486,3760.38206698242,2022,2
2022-03-01,42.53,3.520414675994,4.557038735393,26.851697452831,1.35662721011,5.302324587523,0.929478285359,0.0,45.57038735393,322.220369433972,54.265088404400004,3711.6272112661,185.8956570718,4319.578713530202,2022,3
2022-04-01,36.53,3.592336632095,5.059743875927,21.765642987836,1.750310238942,3.504846600179,0.858299271849,0.0,50.597438759270005,261.187715854032,70.01240955768,2453.3926201253,171.6598543698,3006.8500386660817,2022,4
2022-05-01,33.9,2.12577417663,5.023937280174,20.529498721993,2.286319138565,2.965554707998,0.963917276662,0.0,50.23937280174,246.353984663916,91.4527655426,2075.8882955986,192.7834553324,2656.717873939256,2022,5
2022-06-01,31.64,1.844654349314,4.005613927425,20.17482027178,2.19565488195,2.571631428927,0.841658403655,0.0,40.05613927425,242.09784326136,87.826195278,1800.1420002489,168.331680731,2338.4538587935103,2022,6
2022-07-01,30.84,1.886606801731,3.464144692013,18.780955418368,2.57264980366,3.246633512211,0.885948236117,0.0,34.64144692013,225.371465020416,102.9059921464,2272.6434585477,177.18964722340002,2812.752009858046,2022,7
2022-08-01,29.05,2.07796359441,2.689641331852,18.133046551453,2.267229139597,3.023212139926,0.859076997076,0.0,26.89641331852,217.596558617436,90.68916558388,2116.2484979482,171.8153994152,2623.246034883236,2022,8
2022-09-01,28.95,2.310256599665,2.444186690635,18.190495550696,1.789196881826,3.334382715154,0.882213510215,0.0,24.44186690635,218.285946608352,71.56787527304,2334.0679006078003,176.44270204299997,2824.8062914385423,2022,9
2022-10-01,32.77,3.535329169115,3.038516135611,20.224827015238,1.26504268688,3.868423821814,0.831126417278,0.0,30.385161356110004,242.69792418285599,50.6017074752,2707.8966752697997,166.2252834556,3197.8067517395657,2022,10
2022-11-01,36.75,4.88612316988,3.893272437885,21.597263652954,0.810419008127,4.70175774616,0.856226472673,0.0,38.93272437885,259.167163835448,32.41676032508,3291.230422312,171.2452945346,3792.992365385978,2022,11
2022-12-01,44.98,4.613143727264,5.190848047987,27.912368646209,0.478123355647,5.871169957127,0.906967310601,0.0,51.90848047987,334.948423754508,19.12493422588,4109.8189699889,181.3934621202,4697.194270569357,2022,12
2023-01-01,48.97,5.657747883192,6.373351699913,30.770802043993,0.615987854693,4.668001944777,0.87616476215,0.0,63.73351699913,369.249624527916,24.63951418772,3267.6013613439,175.23295243,3900.456969488666,2023,1
2023-02-01,43.21,3.417778401063,3.592434164688,28.786862810671,1.245663257332,5.357327890945,0.807234318864,0.0,35.92434164688,345.442353728052,49.826530293279994,3750.1295236615,161.4468637728,4342.769613102511,2023,2
2023-03-01,42.62,5.944875823391,4.633044313036,25.637451082995,1.637235839622,3.892387543182,0.869129241425,0.0,46.330443130359996,307.64941299594,65.48943358488,2724.6712802274005,173.825848285,3317.9664182235806,2023,3
2023-04-01,38.52,3.840092142946,4.591279524892,24.990759670505,2.148748951243,2.097614920021,0.849519517022,0.0,45.912795248920006,299.88911604606005,85.94995804972,1468.3304440146999,169.9039034044,2069.9862167638,2023,4
2023-05-01,39.1,3.690504221636,5.401702000824,25.177700359665,2.514610559118,1.39318149695,0.922249885828,0.0,54.01702000824,302.13240431598,100.58442236472001,975.227047865,184.44997716560002,1616.4108717195402,2023,5
2023-06-01,36.05,2.105168512771,5.779367010606,22.724848177331,2.678701577316,1.933555943412,0.820512589386,0.0,57.793670106060006,272.698178127972,107.14806309264,1353.4891603884,164.1025178772,1955.231589592272,2023,6
2023-07-01,36.93,3.252621050889,3.995893787367,24.064828688656,2.694533971146,2.012066068463,0.911371438784,0.0,39.95893787367,288.777944263872,107.78135884584,1408.4462479241001,182.2742877568,2027.238776664282,2023,7
2023-08-01,35.67,2.779347578743,3.588023688339,23.945608370675,2.575813848939,1.888660793015,0.890933813061,0.0,35.880236883390005,287.3473004481,103.03255395756,1322.0625551105,178.1867626122,1926.50940901175,2023,8
2023-09-01,37.14,2.38553658252,3.188247965332,26.942037019678,2.271814309386,1.520306453413,0.830865798098,0.0,31.88247965332,323.304444236136,90.87257237544,1064.2145173891,166.1731596196,1676.447173273596,2023,9
2023-10-01,40.27,4.534184236863,3.589659521458,28.251279104675,1.620054991035,1.448637699348,0.826780180526,0.0,35.896595214579996,339.01534925609997,64.8021996414,1014.0463895436,165.3560361052,1619.1165697608799,2023,10
2023-11-01,45.43,6.468138252186,6.671409673132,27.580344227837,0.899426505014,2.963587906161,0.836603607483,0.0,66.71409673132,330.964130734044,35.977060200560004,2074.5115343127,167.32072149659996,2675.487543475224,2023,11
2023-12-01,50.75,6.756489938093,7.420682356056,31.531482358595,0.687911195975,3.434522804745,0.910164801424,0.0,74.20682356056,378.37778830314,27.516447838999998,2404.1659633215,182.0329602848,3066.2999833090003,2023,12
